email,commission,points,registerpoints,signinpoints,twitter_x_id_points,discordid_points,telegramid_points,bonus_points,epoch01,totalPoints
bull488@veer.vn,0,0,0,0,0,0,0,0,0,0
bull563@veer.vn,0,0,0,0,0,0,0,0,0,0
bull795@veer.vn,0,0,0,0,0,0,0,0,0,0
bull646@veer.vn,0,0,0,0,0,0,0,0,0,0
bull618@veer.vn,0,0,0,0,0,0,0,0,0,0
bull558@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1218@veer.vn,0,0,0,0,0,0,0,0,0,0
bull837@veer.vn,0,0,0,0,0,0,0,0,0,0
bull742@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1271@veer.vn,0,0,0,0,0,0,0,0,0,0
bull730@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1030@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1915@veer.vn,0,0,0,0,0,0,0,0,0,0
bull754@veer.vn,0,0,0,0,0,0,0,0,0,0
bull744@veer.vn,0,0,0,0,0,0,0,0,0,0
bull564@veer.vn,0,0,0,0,0,0,0,0,0,0
bull579@veer.vn,0,0,0,0,0,0,0,0,0,0
bull499@veer.vn,0,0,0,0,0,0,0,0,0,0
bull823@veer.vn,0,0,0,0,0,0,0,0,0,0
bull602@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1044@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2080@veer.vn,0,0,0,0,0,0,0,0,0,0
bull840@veer.vn,0,0,0,0,0,0,0,0,0,0
bull757@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1353@veer.vn,0,0,0,0,0,0,0,0,0,0
bull588@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2230@veer.vn,0,0,0,0,0,0,0,0,0,0
bull808@veer.vn,0,0,0,0,0,0,0,0,0,0
bull463@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1884@veer.vn,0,0,0,0,0,0,0,0,0,0
bull523@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1730@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1632@veer.vn,0,0,0,0,0,0,0,0,0,0
bull678@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2073@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1151@veer.vn,0,0,0,0,0,0,0,0,0,0
bull664@veer.vn,0,0,0,0,0,0,0,0,0,0
bull762@veer.vn,0,0,0,0,0,0,0,0,0,0
bull604@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2224@veer.vn,0,0,0,0,0,0,0,0,0,0
bull562@veer.vn,0,0,0,0,0,0,0,0,0,0
bull601@veer.vn,0,0,0,0,0,0,0,0,0,0
bull472@veer.vn,0,0,0,0,0,0,0,0,0,0
bull891@veer.vn,0,0,0,0,0,0,0,0,0,0
bull660@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1060@veer.vn,0,0,0,0,0,0,0,0,0,0
bull536@veer.vn,0,0,0,0,0,0,0,0,0,0
bull553@veer.vn,0,0,0,0,0,0,0,0,0,0
bull554@veer.vn,0,0,0,0,0,0,0,0,0,0
bull726@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2086@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1768@veer.vn,0,0,0,0,0,0,0,0,0,0
bull910@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1622@veer.vn,0,0,0,0,0,0,0,0,0,0
bull686@veer.vn,0,0,0,0,0,0,0,0,0,0
bull734@veer.vn,0,0,0,0,0,0,0,0,0,0
bull594@veer.vn,0,0,0,0,0,0,0,0,0,0
bull570@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1137@veer.vn,0,0,0,0,0,0,0,0,0,0
bull854@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2081@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1067@veer.vn,0,0,0,0,0,0,0,0,0,0
bull731@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1951@veer.vn,0,0,0,0,0,0,0,0,0,0
bull709@veer.vn,0,0,0,0,0,0,0,0,0,0
bull813@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1368@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2234@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2092@veer.vn,0,0,0,0,0,0,0,0,0,0
bull503@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2458@veer.vn,0,0,0,0,0,0,0,0,0,0
bull807@veer.vn,0,0,0,0,0,0,0,0,0,0
bull833@veer.vn,0,0,0,0,0,0,0,0,0,0
bull865@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1870@veer.vn,0,0,0,0,0,0,0,0,0,0
bull524@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1141@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2257@veer.vn,0,0,0,0,0,0,0,0,0,0
bull719@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1964@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1625@veer.vn,0,0,0,0,0,0,0,0,0,0
bull657@veer.vn,0,0,0,0,0,0,0,0,0,0
bull687@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1140@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2296@veer.vn,0,0,0,0,0,0,0,0,0,0
bull904@veer.vn,0,0,0,0,0,0,0,0,0,0
bull801@veer.vn,0,0,0,0,0,0,0,0,0,0
bull747@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1065@veer.vn,0,0,0,0,0,0,0,0,0,0
bull767@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1249@veer.vn,0,0,0,0,0,0,0,0,0,0
bull685@veer.vn,0,0,0,0,0,0,0,0,0,0
bull566@veer.vn,0,0,0,0,0,0,0,0,0,0
bull929@veer.vn,0,0,0,0,0,0,0,0,0,0
bull861@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1776@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1325@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1146@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1484@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1489@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2341@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1890@veer.vn,0,0,0,0,0,0,0,0,0,0
bull697@veer.vn,0,0,0,0,0,0,0,0,0,0
bull606@veer.vn,0,0,0,0,0,0,0,0,0,0
bull798@veer.vn,0,0,0,0,0,0,0,0,0,0
bull915@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1062@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2344@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1019@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1017@veer.vn,0,0,0,0,0,0,0,0,0,0
bull496@veer.vn,0,0,0,0,0,0,0,0,0,0
bull593@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2457@veer.vn,0,0,0,0,0,0,0,0,0,0
bull493@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2069@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2089@veer.vn,0,0,0,0,0,0,0,0,0,0
bull650@veer.vn,0,0,0,0,0,0,0,0,0,0
bull909@veer.vn,0,0,0,0,0,0,0,0,0,0
bull573@veer.vn,0,0,0,0,0,0,0,0,0,0
bull872@veer.vn,0,0,0,0,0,0,0,0,0,0
bull549@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1743@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2071@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1878@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1937@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2235@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1178@veer.vn,0,0,0,0,0,0,0,0,0,0
bull597@veer.vn,0,0,0,0,0,0,0,0,0,0
bull849@veer.vn,0,0,0,0,0,0,0,0,0,0
bull802@veer.vn,0,0,0,0,0,0,0,0,0,0
bull835@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2066@veer.vn,0,0,0,0,0,0,0,0,0,0
bull787@veer.vn,0,0,0,0,0,0,0,0,0,0
bull666@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1031@veer.vn,0,0,0,0,0,0,0,0,0,0
bull589@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1138@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1251@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2413@veer.vn,0,0,0,0,0,0,0,0,0,0
bull649@veer.vn,0,0,0,0,0,0,0,0,0,0
bull587@veer.vn,0,0,0,0,0,0,0,0,0,0
bull532@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2102@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1253@veer.vn,0,0,0,0,0,0,0,0,0,0
bull746@veer.vn,0,0,0,0,0,0,0,0,0,0
bull514@veer.vn,0,0,0,0,0,0,0,0,0,0
bull764@veer.vn,0,0,0,0,0,0,0,0,0,0
bull900@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2067@veer.vn,0,0,0,0,0,0,0,0,0,0
bull855@veer.vn,0,0,0,0,0,0,0,0,0,0
bull537@veer.vn,0,0,0,0,0,0,0,0,0,0
bull659@veer.vn,0,0,0,0,0,0,0,0,0,0
bull681@veer.vn,0,0,0,0,0,0,0,0,0,0
bull651@veer.vn,0,0,0,0,0,0,0,0,0,0
bull860@veer.vn,0,0,0,0,0,0,0,0,0,0
bull670@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2226@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1893@veer.vn,0,0,0,0,0,0,0,0,0,0
bull842@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2284@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2114@veer.vn,0,0,0,0,0,0,0,0,0,0
bull859@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2123@veer.vn,0,0,0,0,0,0,0,0,0,0
bull642@veer.vn,0,0,0,0,0,0,0,0,0,0
bull794@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1033@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1013@veer.vn,0,0,0,0,0,0,0,0,0,0
bull729@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2428@veer.vn,0,0,0,0,0,0,0,0,0,0
bull741@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2104@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2052@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2340@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1754@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1475@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1869@veer.vn,0,0,0,0,0,0,0,0,0,0
bull464@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2343@veer.vn,0,1422,6,3,5000,5000,5000,0,0,16431
bull755@veer.vn,0,430,6,3,0,0,0,0,0,439
bull530@veer.vn,0,857,6,5,0,0,0,0,0,868
bull2383@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2210@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2403@veer.vn,0,0,0,0,0,0,0,0,0,0
bull653@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1219@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1154@veer.vn,0,0,0,0,0,0,0,0,0,0
bull665@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2033@veer.vn,0,0,0,0,0,0,0,0,0,0
bull644@veer.vn,0,0,0,0,0,0,0,0,0,0
bull622@veer.vn,0,0,0,0,0,0,0,0,0,0
bull673@veer.vn,0,0,0,0,0,0,0,0,0,0
bull694@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2098@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1639@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2345@veer.vn,0,0,0,0,0,0,0,0,0,0
bull963@veer.vn,0,0,0,0,0,0,0,0,0,0
bull724@veer.vn,0,0,0,0,0,0,0,0,0,0
bull804@veer.vn,0,0,0,0,0,0,0,0,0,0
bull735@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1733@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2462@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1871@veer.vn,0,0,0,0,0,0,0,0,0,0
bull829@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1628@veer.vn,0,0,0,0,0,0,0,0,0,0
bull580@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2231@veer.vn,0,0,0,0,0,0,0,0,0,0
bull574@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1105@veer.vn,0,0,0,0,0,0,0,0,0,0
bull853@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2061@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2099@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1812@veer.vn,0,0,0,0,0,0,0,0,0,0
bull692@veer.vn,0,0,0,0,0,0,0,0,0,0
bull780@veer.vn,0,0,0,0,0,0,0,0,0,0
bull816@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1468@veer.vn,0,0,0,0,0,0,0,0,0,0
bull898@veer.vn,0,0,0,0,0,0,0,0,0,0
bull763@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1848@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2337@veer.vn,0,0,0,0,0,0,0,0,0,0
bull769@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2094@veer.vn,0,0,0,0,0,0,0,0,0,0
bull832@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1114@veer.vn,0,0,0,0,0,0,0,0,0,0
bull850@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1764@veer.vn,0,0,0,0,0,0,0,0,0,0
bull858@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2318@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1129@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1125@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1977@veer.vn,0,0,0,0,0,0,0,0,0,0
bull538@veer.vn,0,0,0,0,0,0,0,0,0,0
bull799@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1630@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1638@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2259@veer.vn,0,0,0,0,0,0,0,0,0,0
bull535@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1021@veer.vn,0,0,0,0,0,0,0,0,0,0
bull625@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2239@veer.vn,0,0,0,0,0,0,0,0,0,0
bull713@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2084@veer.vn,0,0,0,0,0,0,0,0,0,0
bull639@veer.vn,0,0,0,0,0,0,0,0,0,0
bull661@veer.vn,0,0,0,0,0,0,0,0,0,0
bull478@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1100@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1229@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1158@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1180@veer.vn,0,0,0,0,0,0,0,0,0,0
bull868@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1620@veer.vn,0,0,0,0,0,0,0,0,0,0
bull466@veer.vn,0,0,0,0,0,0,0,0,0,0
bull616@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1532@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1886@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1098@veer.vn,0,0,0,0,0,0,0,0,0,0
bull895@veer.vn,0,0,0,0,0,0,0,0,0,0
bull927@veer.vn,0,0,0,0,0,0,0,0,0,0
bull714@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1875@veer.vn,0,0,0,0,0,0,0,0,0,0
bull519@veer.vn,0,0,0,0,0,0,0,0,0,0
bull950@veer.vn,0,0,0,0,0,0,0,0,0,0
bull738@veer.vn,0,0,0,0,0,0,0,0,0,0
bull786@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1135@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1758@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1445@veer.vn,0,0,0,0,0,0,0,0,0,0
bull711@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2176@veer.vn,0,0,0,0,0,0,0,0,0,0
bull585@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1339@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1826@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1276@veer.vn,0,0,0,0,0,0,0,0,0,0
bull962@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1206@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1361@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2011@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1416@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1761@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1767@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1934@veer.vn,0,0,0,0,0,0,0,0,0,0
bull945@veer.vn,0,0,0,0,0,0,0,0,0,0
bull784@veer.vn,0,0,0,0,0,0,0,0,0,0
bull635@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1236@veer.vn,0,0,0,0,0,0,0,0,0,0
bull931@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2332@veer.vn,0,0,0,0,0,0,0,0,0,0
bull925@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1195@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1588@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1463@veer.vn,0,0,0,0,0,0,0,0,0,0
bull831@veer.vn,0,0,0,0,0,0,0,0,0,0
bull928@veer.vn,0,0,0,0,0,0,0,0,0,0
bull487@veer.vn,0,0,0,0,0,0,0,0,0,0
bull978@veer.vn,0,0,0,0,0,0,0,0,0,0
bull707@veer.vn,0,0,0,0,0,0,0,0,0,0
bull830@veer.vn,0,0,0,0,0,0,0,0,0,0
bull641@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1356@veer.vn,0,0,0,0,0,0,0,0,0,0
bull688@veer.vn,0,0,0,0,0,0,0,0,0,0
bull822@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1704@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1963@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1675@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2319@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2377@veer.vn,0,0,0,0,0,0,0,0,0,0
bull623@veer.vn,0,0,0,0,0,0,0,0,0,0
bull596@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2175@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1781@veer.vn,0,0,0,0,0,0,0,0,0,0
bull896@veer.vn,0,0,0,0,0,0,0,0,0,0
bull838@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2143@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1587@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2408@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1921@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1924@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2336@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2324@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1109@veer.vn,0,0,0,0,0,0,0,0,0,0
bull599@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2272@veer.vn,0,0,0,0,0,0,0,0,0,0
bull793@veer.vn,0,0,0,0,0,0,0,0,0,0
bull988@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1525@veer.vn,0,0,0,0,0,0,0,0,0,0
bull568@veer.vn,0,884,6,4,0,0,0,0,0,894
bull550@veer.vn,0,891,6,4,0,0,0,0,0,901
bull710@veer.vn,0,437,6,4,0,0,0,0,0,447
bull489@veer.vn,0,1130,6,4,0,0,0,0,0,1140
bull551@veer.vn,0,860,6,5,0,0,0,0,0,871
bull1479@veer.vn,0,480,6,4,5000,5000,5000,0,0,15490
bull881@veer.vn,0,286,6,3,0,0,0,0,0,295
bull743@veer.vn,0,440,6,3,0,0,0,0,0,449
bull512@veer.vn,0,875,6,5,0,0,0,0,0,886
bull749@veer.vn,0,422,6,3,0,0,0,0,0,431
bull470@veer.vn,0,1153,6,4,0,0,0,0,0,1163
bull1029@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1696@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1739@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1900@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1404@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2204@veer.vn,0,0,0,0,0,0,0,0,0,0
bull756@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2329@veer.vn,0,0,0,0,0,0,0,0,0,0
bull480@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1456@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1421@veer.vn,0,0,0,0,0,0,0,0,0,0
bull483@veer.vn,0,1109,6,4,0,0,0,0,0,1119
bull1626@veer.vn,0,5268,6,4,5000,5000,5000,0,0,20278
bull495@veer.vn,0,1130,6,3,0,0,0,0,0,1139
bull1142@veer.vn,0,138,6,3,0,0,0,0,0,147
bull1144@veer.vn,0,158,6,3,0,0,0,0,0,167
bull590@veer.vn,0,868,6,4,0,0,0,0,0,878
bull522@veer.vn,0,885,6,5,0,0,0,0,0,896
bull540@veer.vn,0,895,6,5,0,0,0,0,0,906
bull486@veer.vn,0,1140,6,4,0,0,0,0,0,1150
bull1755@veer.vn,0,9733,6,5,5000,5000,5000,0,0,24744
bull826@veer.vn,0,1522,6,4,5000,5000,5000,0,0,16532
bull897@veer.vn,0,1442,6,3,5000,5000,5000,0,0,16451
bull851@veer.vn,0,163,6,3,0,0,0,0,0,172
bull583@veer.vn,0,846,6,3,0,0,0,0,0,855
bull1357@veer.vn,0,197,6,3,0,0,0,0,0,206
bull607@veer.vn,0,2973,6,4,5000,5000,5000,0,0,17983
bull737@veer.vn,0,779,6,4,5000,5000,5000,0,0,15789
bull632@veer.vn,0,1618,6,3,0,0,0,0,0,1627
bull612@veer.vn,0,1643,6,4,0,0,0,0,0,1653
bull1617@veer.vn,0,5206,6,4,5000,5000,5000,0,0,20216
bull526@veer.vn,0,882,6,5,0,0,0,0,0,893
bull1259@veer.vn,0,831,6,3,5000,5000,5000,0,0,15840
bull811@veer.vn,0,291,6,3,0,0,0,0,0,300
bull1527@veer.vn,0,9919,6,4,5000,5000,5000,0,0,24929
bull935@veer.vn,0,274,6,3,0,0,0,0,0,283
bull479@veer.vn,0,1120,6,4,0,0,0,0,0,1130
bull543@veer.vn,0,849,6,5,0,0,0,0,0,860
bull725@veer.vn,0,682,6,5,0,0,0,0,0,693
bull920@veer.vn,0,141,6,3,0,0,0,0,0,150
bull477@veer.vn,0,1111,6,4,0,0,0,0,0,1121
bull761@veer.vn,0,444,6,3,0,0,0,0,0,453
bull1516@veer.vn,0,9774,6,4,5000,5000,5000,0,0,24784
bull1982@veer.vn,0,381,6,5,5000,5000,5000,0,0,15392
bull739@veer.vn,0,443,6,3,0,0,0,0,0,452
bull912@veer.vn,0,484,6,4,5000,5000,5000,0,0,15494
bull1094@veer.vn,0,753,6,4,5000,5000,5000,0,0,15763
bull548@veer.vn,0,871,6,5,0,0,0,0,0,882
bull1624@veer.vn,0,5327,6,4,5000,5000,5000,0,0,20337
bull1868@veer.vn,0,6858,6,4,5000,5000,5000,0,0,21868
bull619@veer.vn,0,2906,6,4,5000,5000,5000,0,0,17916
bull921@veer.vn,0,499,6,4,5000,5000,5000,0,0,15509
bull2047@veer.vn,0,308,6,4,5000,5000,5000,0,0,15318
bull1914@veer.vn,0,224,6,4,5000,5000,5000,0,0,15234
bull2016@veer.vn,0,48,6,5,5000,5000,5000,0,0,15059
bull691@veer.vn,0,2937,6,4,5000,5000,5000,0,0,17947
bull748@veer.vn,0,444,6,3,0,0,0,0,0,453
bull576@veer.vn,0,887,6,3,0,0,0,0,0,896
bull630@veer.vn,0,1597,6,4,0,0,0,0,0,1607
bull1476@veer.vn,0,448,6,4,5000,5000,5000,0,0,15458
bull1357@veer.vn,0,197,6,3,0,0,0,0,0,206
bull1039@veer.vn,0,787,6,4,5000,5000,5000,0,0,15797
bull894@veer.vn,0,1469,6,3,5000,5000,5000,0,0,16478
bull2228@veer.vn,0,1,6,3,0,0,0,0,0,10
bull1260@veer.vn,0,916,6,4,5000,5000,5000,0,0,15926
bull880@veer.vn,0,286,6,3,0,0,0,0,0,295
bull728@veer.vn,0,433,6,4,0,0,0,0,0,443
bull521@veer.vn,0,890,6,5,0,0,0,0,0,901
bull1488@veer.vn,0,485,6,4,5000,5000,5000,0,0,15495
bull2050@veer.vn,0,307,6,4,5000,5000,5000,0,0,15317
bull841@veer.vn,0,288,6,3,0,0,0,0,0,297
bull462@veer.vn,0,1117,6,4,0,0,0,0,0,1127
bull672@veer.vn,0,1636,6,3,0,0,0,0,0,1645
bull1293@veer.vn,0,203,6,2,0,0,0,0,0,211
bull533@veer.vn,0,876,6,5,0,0,0,0,0,887
bull890@veer.vn,0,302,6,3,0,0,0,0,0,311
bull1686@veer.vn,0,244,6,2,5000,5000,5000,0,0,15252
bull610@veer.vn,0,1641,6,4,0,0,0,0,0,1651
bull458@veer.vn,0,1137,6,4,0,0,0,0,0,1147
bull705@veer.vn,0,718,6,4,5000,5000,5000,0,0,15728
bull569@veer.vn,0,863,6,4,0,0,0,0,0,873
bull1076@veer.vn,0,840,6,4,5000,5000,5000,0,0,15850
bull753@veer.vn,0,449,6,3,0,0,0,0,0,458
bull505@veer.vn,0,870,6,5,0,0,0,0,0,881
bull1874@veer.vn,0,6716,6,4,5000,5000,5000,0,0,21726
bull1872@veer.vn,0,6984,6,4,5000,5000,5000,0,0,21994
bull567@veer.vn,0,812,6,4,0,0,0,0,0,822
bull550@veer.vn,0,891,6,4,0,0,0,0,0,901
bull2459@veer.vn,0,8981,6,5,5000,5000,5000,0,0,23992
bull528@veer.vn,0,872,6,5,0,0,0,0,0,883
bull629@veer.vn,0,2855,6,4,0,0,0,0,0,2865
bull805@veer.vn,0,287,6,3,0,0,0,0,0,296
bull693@veer.vn,0,1625,6,4,0,0,0,0,0,1635
bull1481@veer.vn,0,492,6,4,5000,5000,5000,0,0,15502
bull1478@veer.vn,0,461,6,4,5000,5000,5000,0,0,15471
bull582@veer.vn,0,873,6,3,0,0,0,0,0,882
bull494@veer.vn,0,1116,6,4,0,0,0,0,0,1126
bull617@veer.vn,0,1590,6,4,0,0,0,0,0,1600
bull643@veer.vn,0,1583,6,4,0,0,0,0,0,1593
bull1011@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2058@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2225@veer.vn,0,0,0,0,0,0,0,0,0,0
bull736@veer.vn,0,435,6,3,0,0,0,0,0,444
bull677@veer.vn,0,1602,6,4,0,0,0,0,0,1612
bull501@veer.vn,0,895,6,5,0,0,0,0,0,906
bull511@veer.vn,0,832,6,4,0,0,0,0,0,842
bull790@veer.vn,0,418,6,3,0,0,0,0,0,427
bull2463@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1641@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2312@veer.vn,0,0,0,0,0,0,0,0,0,0
bull983@veer.vn,0,0,0,0,0,0,0,0,0,0
bull1635@veer.vn,0,0,0,0,0,0,0,0,0,0
bull2241@veer.vn,0,0,0,0,0,0,0,0,0,0
bull930@veer.vn,0,0,0,0,0,0,0,0,0,0
